Owner,Country.of.Origin,Region,Number.of.Bags,Bag.Weight,In.Country.Partner,Harvest.Year,Grading.Date,Variety,Processing.Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean.Cup,Sweetness,Cupper.Points,Total.Cup.Points,Moisture,Category.One.Defects,Quakers,Color,Category.Two.Defects,altitude_low_meters,altitude_high_meters,altitude_mean_meters,Variety.Simplified,Bag.Weight.Kg
alfredo bojalil,Mexico,la concordia,250,1 kg,AMECAFE,2012,2012-06-06,Typica,Washed,7.5,7.75,7.58,7.58,7.67,7.5,10.0,10.0,10.0,7.58,83.17,0.11,0,0.0,green,5,1380.0,1380.0,1380.0,Foundational/Mutation,1.0
nucoffee,Brazil,south of minas,50,60 kg,NUCOFFEE,2012,2012-03-19,Mundo Novo,Natural,7.75,7.67,7.58,7.5,7.58,7.58,10.0,10.0,10.0,7.5,83.17,0.12,0,0.0,green,1,1000.0,1000.0,1000.0,Hybrid,60.0
nucoffee,Brazil,mogiana,100,60 kg,NUCOFFEE,2012,2012-02-17,Mundo Novo,Natural,7.92,7.58,7.5,7.58,7.42,7.5,10.0,10.0,10.0,7.67,83.17,0.11,0,0.0,green,4,950.0,950.0,950.0,Hybrid,60.0
nucoffee,Brazil,south of minas,25,60 kg,NUCOFFEE,2011,2011-12-03,Mundo Novo,Semi-Washed,7.75,7.5,7.58,7.5,7.75,7.5,10.0,10.0,10.0,7.58,83.17,0.12,0,0.0,green,3,1000.0,1000.0,1000.0,Hybrid,60.0
nucoffee,Brazil,south of minas,90,60 kg,NUCOFFEE,2011,2011-10-28,Caturra,Washed,7.58,7.75,7.67,7.5,7.67,7.58,10.0,10.0,10.0,7.42,83.17,0.02,0,0.0,green,2,900.0,900.0,900.0,Foundational/Mutation,60.0
the coffee source inc.,El Salvador,santa ana,250,69 kg,Specialty Coffee Association,2011,2011-08-23,Mundo Novo,Natural,7.42,7.83,8.17,8.08,7.17,7.58,10.0,9.33,10.0,7.58,83.17,0.14,0,0.0,green,3,1200.0,1200.0,1200.0,Hybrid,69.0
ethiopia commodity exchange,Ethiopia,limu,300,6,Ethiopia Commodity Exchange,2010,2010-06-16,Typica,Washed,7.75,8.0,7.67,8.08,7.83,7.92,9.33,9.33,9.33,7.92,83.17,0.01,0,0.0,green,0,1850.0,1850.0,1850.0,Foundational/Mutation,6.0
ipanema coffees,Brazil,south of minas,320,60 kg,Brazil Specialty Coffee Association,2015,2016-04-25,Yellow Bourbon,Honey,7.58,7.58,7.58,7.5,7.67,7.58,10.0,10.0,10.0,7.58,83.08,0.11,0,2.0,green,2,905.0,905.0,905.0,Foundational/Mutation,60.0
bourbon specialty coffees,Brazil,chapadão de ferro (cerrado mineiro),300,60 kg,Brazil Specialty Coffee Association,2015,2015-04-20,Mundo Novo,Natural,7.42,7.67,7.58,7.5,7.75,7.67,10.0,10.0,10.0,7.5,83.08,0.11,0,0.0,green,13,1300.0,1310.64,1310.64,Hybrid,60.0
eric thormaehlen,Costa Rica,central valley,250,1 kg,Specialty Coffee Association of Costa Rica,2014,2014-07-15,Catuai,Washed,7.83,7.33,7.5,7.67,7.58,7.67,10.0,10.0,10.0,7.5,83.08,0.1,0,0.0,green,3,1200.0,1400.0,1300.0,Hybrid,1.0
eileen koyanagi,Hawaii,kona,16,100 lbs,Specialty Coffee Association,2013,2014-02-19,Hawaiian Kona,Natural,7.33,7.75,7.58,7.33,7.83,7.67,10.0,10.0,10.0,7.58,83.08,0.12,0,0.0,green,8,1300.0,1310.64,1310.64,Specialty Regional,100.0
cqi taiwan icp cqi台灣合作夥伴,Taiwan,chiayi alishan 嘉義縣阿里山鄉,50,30 kg,Blossom Valley International,2014,2013-12-26,Typica,Other,7.75,7.75,7.5,7.5,7.5,7.5,10.0,10.0,10.0,7.58,83.08,0.11,0,0.0,green,0,1300.0,1300.0,1300.0,Foundational/Mutation,30.0
kona pacific farmers cooperative,Hawaii,kona,6,100 lbs,Specialty Coffee Association,2012,2013-03-08,Hawaiian Kona,Natural,7.83,7.83,7.33,7.17,7.75,7.67,10.0,10.0,10.0,7.5,83.08,0.1,0,0.0,green,0,1300.0,1310.64,1310.64,Specialty Regional,100.0
maria luisa del carmen rojas narvaez,Mexico,santa catarina juquila,10,1 kg,AMECAFE,2012,2012-06-06,Other,Washed,7.75,7.67,7.42,7.75,7.5,7.5,10.0,10.0,10.0,7.5,83.08,0.1,0,0.0,green,1,1400.0,1400.0,1400.0,Other,1.0
kona pacific farmers cooperative,Hawaii,kona,6,100 lbs,Specialty Coffee Association,2012,2012-02-23,Hawaiian Kona,Washed,7.33,7.58,7.58,7.92,7.67,7.58,10.0,10.0,10.0,7.42,83.08,0.12,0,0.0,green,0,1300.0,1310.64,1310.64,Specialty Regional,100.0
racafe & cia s.c.a,Colombia,huila,275,70 kg,Almacafé,2011,2011-07-29,Caturra,Washed,7.33,7.33,7.33,7.58,7.25,8.08,10.0,10.0,10.0,8.17,83.08,0.01,0,0.0,green,0,1600.0,1950.0,1775.0,Foundational/Mutation,70.0
exportadora de cafe condor s.a,Colombia,cauca,250,70 kg,Almacafé,2010,2011-02-22,Gesha,Natural,7.83,7.75,7.33,7.25,7.42,7.92,10.0,10.0,10.0,7.58,83.08,0.08,1,0.0,green,3,1880.0,1880.0,1880.0,Geisha,70.0
chris finch,Guatemala,oriente,275,69 kg,Specialty Coffee Association,2012,2010-11-11,Typica,Washed,7.92,7.67,7.67,7.25,7.83,7.67,9.33,10.0,10.0,7.75,83.08,0.02,0,0.0,green,1,1300.0,1310.64,1310.64,Foundational/Mutation,69.0
ipanema coffees,Brazil,south of minas,320,60 kg,Brazil Specialty Coffee Association,2016,2016-08-16,Bourbon,Natural,7.5,7.58,7.58,7.67,7.58,7.5,10.0,10.0,10.0,7.58,83.0,0.11,0,3.0,green,5,894.0,894.0,894.0,Foundational/Mutation,60.0
ipanema coffees,Brazil,south of minas,320,60 kg,Brazil Specialty Coffee Association,2016,2016-08-16,Bourbon,Natural,7.5,7.67,7.58,7.67,7.58,7.42,10.0,10.0,10.0,7.58,83.0,0.11,0,2.0,green,3,872.0,872.0,872.0,Foundational/Mutation,60.0
ucfa,Uganda,"kasese, mt. rwenzori",310,60 kg,Uganda Coffee Development Authority,2015,2016-07-18,Bourbon,Washed,7.67,7.58,7.42,7.42,7.83,7.5,10.0,10.0,10.0,7.58,83.0,0.12,0,0.0,green,6,1473.0,1473.0,1473.0,Foundational/Mutation,60.0
ucfa,Uganda,"kasese, mt. rwenzori",325,60 kg,Uganda Coffee Development Authority,2015,2016-07-18,Bourbon,Natural,7.67,7.67,7.5,7.58,7.42,7.5,10.0,10.0,10.0,7.67,83.0,0.12,0,5.0,green,8,1645.0,1645.0,1645.0,Foundational/Mutation,60.0
carcafe ltda ci,Colombia,huila,25,70 kg,Almacafé,2016,2016-02-11,Sumatra Lintong,Washed,7.67,7.67,7.33,7.67,7.5,7.58,10.0,10.0,10.0,7.58,83.0,0.11,0,0.0,green,4,442.0,442.0,442.0,Specialty Regional,70.0
juan luis alvarado romero,Guatemala,nuevo oriente,275,69 kg,Asociacion Nacional Del Café,2015,2015-07-08,Catuai,Washed,7.67,7.75,7.33,7.92,7.42,7.5,10.0,10.0,10.0,7.42,83.0,0.11,0,0.0,green,3,1300.0,1800.0,1550.0,Hybrid,69.0
juan luis alvarado romero,Guatemala,"el tumbador, san marcos",200,69 kg,Asociacion Nacional Del Café,2015,2015-06-05,Catuai,Washed,7.75,7.67,7.33,7.75,7.5,7.42,10.0,10.0,10.0,7.58,83.0,0.11,0,0.0,green,2,1371.6,1371.6,1371.6,Hybrid,69.0
juan luis alvarado romero,Guatemala,antigua,250,69 kg,Asociacion Nacional Del Café,2015,2015-04-23,Bourbon,Washed,7.83,7.67,7.25,7.67,7.75,7.5,10.0,10.0,10.0,7.33,83.0,0.11,0,0.0,green,2,1500.0,1500.0,1500.0,Foundational/Mutation,69.0
cqi taiwan icp cqi台灣合作夥伴,Taiwan,嘉義阿里山,10,60 kg,Blossom Valley International,2014,2014-11-23,Typica,Washed,7.92,7.92,7.83,7.58,7.33,7.25,10.0,10.0,10.0,7.17,83.0,0.08,0,0.0,green,0,1200.0,1200.0,1200.0,Foundational/Mutation,60.0
star cafe ltd,Uganda,kapchorwa,300,60 kg,Uganda Coffee Development Authority,2013,2014-06-26,SL14,Washed,7.83,7.58,7.5,7.5,7.58,7.5,10.0,10.0,10.0,7.5,83.0,0.12,0,0.0,green,0,1800.0,1800.0,1800.0,SL-Selection,60.0
juan luis alvarado romero,Guatemala,antigua,26,69 kg,Asociacion Nacional Del Café,2014,2014-03-07,Bourbon,Washed,7.67,7.67,7.42,7.83,7.5,7.5,10.0,10.0,10.0,7.42,83.0,0.1,1,0.0,green,0,1500.0,1500.0,1500.0,Foundational/Mutation,69.0
eric thormaehlen,Costa Rica,central valley,250,1 kg,Specialty Coffee Association of Costa Rica,2013,2014-02-14,Catuai,Washed,7.67,7.58,7.5,7.58,7.5,7.5,10.0,10.0,10.0,7.67,83.0,0.11,0,0.0,green,3,1100.0,1300.0,1200.0,Hybrid,1.0
jacques pereira carneiro,Brazil,sul de minas,250,2 kg,Specialty Coffee Association,2014,2014-01-02,Yellow Bourbon,Semi-Washed,7.75,7.58,7.42,7.67,7.42,7.67,10.0,10.0,10.0,7.5,83.0,0.12,0,0.0,green,4,1250.0,1250.0,1250.0,Foundational/Mutation,2.0
racafe & cia s.c.a,Colombia,huila,120,70 kg,Almacafé,2013,2013-11-07,Caturra,Washed,7.75,7.42,7.33,7.5,7.58,7.17,10.0,10.0,10.0,8.25,83.0,0.11,1,0.0,green,1,1600.0,1950.0,1775.0,Foundational/Mutation,70.0
carcafe ltda ci,Colombia,pitalito,250,70 kg,Almacafé,2013,2013-03-15,Caturra,Natural,7.33,7.67,7.75,7.42,7.75,7.58,10.0,10.0,10.0,7.5,83.0,0.11,0,0.0,green,1,1000.0,1000.0,1000.0,Foundational/Mutation,70.0
racafe & cia s.c.a,Colombia,huila,275,70 kg,Almacafé,2012,2012-10-23,Caturra,Washed,7.5,7.5,7.42,7.58,7.75,7.58,10.0,10.0,10.0,7.67,83.0,0.11,1,0.0,green,2,1600.0,1950.0,1775.0,Foundational/Mutation,70.0
rosa aurora falcon fernandez,Mexico,coatepec,15,1 kg,AMECAFE,2012,2012-07-26,Typica,Washed,7.67,7.58,7.42,7.5,7.67,7.58,10.0,10.0,10.0,7.58,83.0,0.11,0,0.0,green,20,750.0,750.0,750.0,Foundational/Mutation,1.0
santiago solis ayerdi,Mexico,atoyac de alvarez,20,1 kg,AMECAFE,2012,2012-07-26,Typica,Semi-Washed,7.67,7.83,7.5,7.58,7.58,7.67,9.33,10.0,10.0,7.83,83.0,0.11,0,0.0,green,7,1200.0,1200.0,1200.0,Foundational/Mutation,1.0
alfredo bojalil,Mexico,coatepec,250,1 kg,AMECAFE,2012,2012-07-11,Bourbon,Washed,7.5,7.67,7.5,7.5,7.58,7.58,10.0,10.0,10.0,7.67,83.0,0.11,5,0.0,green,8,1200.0,1200.0,1200.0,Foundational/Mutation,1.0
exportadora de cafe condor s.a,Colombia,huila,250,70 kg,Almacafé,2012,2012-06-08,Caturra,Washed,7.67,7.58,7.58,7.58,7.67,7.42,10.0,10.0,10.0,7.5,83.0,0.11,0,0.0,green,0,1750.0,1750.0,1750.0,Foundational/Mutation,70.0
juan luis alvarado romero,Guatemala,"la reforma, san marcos",275,1 kg,Asociacion Nacional Del Café,2012,2012-04-27,Bourbon,Washed,7.5,7.67,7.5,7.67,7.5,7.83,10.0,10.0,10.0,7.33,83.0,0.1,0,0.0,green,2,1371.6,1371.6,1371.6,Foundational/Mutation,1.0
racafe & cia s.c.a,Colombia,la plata,121,1 kg,Almacafé,2011,2011-12-02,Caturra,Washed,7.67,7.67,7.58,7.5,7.67,7.42,10.0,10.0,10.0,7.5,83.0,0.12,0,0.0,green,0,1600.0,1950.0,1775.0,Foundational/Mutation,1.0
racafe & cia s.c.a,Colombia,cauca,300,70 kg,Almacafé,2011,2011-05-12,Bourbon,Washed,7.33,7.67,7.58,7.33,7.58,7.92,10.0,10.0,10.0,7.58,83.0,0.08,0,0.0,green,1,1050.0,1850.0,1450.0,Foundational/Mutation,70.0
exportadora de cafe condor s.a,Colombia,huila,250,70 kg,Almacafé,2011,2011-02-01,Typica,Other,7.5,7.58,7.67,7.67,7.58,7.58,10.0,10.0,10.0,7.42,83.0,0.06,0,0.0,green,2,1800.0,1800.0,1800.0,Foundational/Mutation,70.0
grounds for health admin,Nicaragua,matagalpa,2,6,Specialty Coffee Association,2010,2010-05-31,Caturra,Washed,7.58,7.83,7.75,7.92,7.92,8.08,9.33,9.33,9.33,7.92,83.0,0.07,0,0.0,green,0,1300.0,1310.64,1310.64,Foundational/Mutation,6.0
racafe & cia s.c.a,Colombia,guayata,129,70 kg,Almacafé,2017,2017-07-07,Caturra,Washed,7.58,7.67,7.5,7.33,7.67,7.58,10.0,10.0,10.0,7.58,82.92,0.11,0,0.0,green,1,1500.0,1500.0,1500.0,Foundational/Mutation,70.0
"lin, che-hao krude 林哲豪",Taiwan,"dongshan dist., tainan city 臺南市東山區",10,20 kg,Specialty Coffee Association,2016,2016-06-28,Caturra,Natural,7.17,7.83,7.25,7.67,7.67,7.58,10.0,10.0,10.0,7.75,82.92,0.09,31,0.0,green,0,350.0,350.0,350.0,Foundational/Mutation,20.0
renee a. perrine,Philippines,"bukidnon, mindanao, philppines",250,2 kg,Torch Coffee Lab Yunnan,2015,2015-07-31,Other,Washed,7.58,7.58,7.67,7.58,7.5,7.5,10.0,10.0,10.0,7.5,82.92,0.11,0,0.0,green,1,1200.0,1200.0,1200.0,Other,2.0
productos y servicios chilindron s.a. de c.v.,Mexico,cuarenteño,11,2 kg,Asociación Mexicana De Cafés y Cafeterías De Especialidad A.C.,2015,2015-07-14,Typica,Natural,7.83,7.67,7.25,7.58,7.5,7.5,10.0,10.0,10.0,7.58,82.92,0.13,0,0.0,green,3,1059.0,1059.0,1059.0,Foundational/Mutation,2.0
andrew bowman,Mexico,chiapas,275,2 kg,Specialty Coffee Association,2015,2015-06-11,Bourbon,Washed,7.75,7.67,7.42,7.42,7.75,7.5,10.0,10.0,10.0,7.42,82.92,0.12,2,0.0,green,8,1300.0,1300.0,1300.0,Foundational/Mutation,2.0
kawacom uganda ltd,Uganda,eastern,1,60 kg,Uganda Coffee Development Authority,2013,2014-06-27,SL14,Washed,8.0,7.5,7.5,7.58,7.33,7.42,10.0,10.0,10.0,7.58,82.92,0.12,0,0.0,green,0,1400.0,1900.0,1650.0,SL-Selection,60.0
nyapea coffee farmers association,Uganda,west nile,1,60 kg,Uganda Coffee Development Authority,2013,2014-06-27,SL14,Washed,7.75,7.58,7.58,7.5,7.5,7.5,10.0,10.0,10.0,7.5,82.92,0.12,0,0.0,green,4,1400.0,1400.0,1400.0,SL-Selection,60.0
juan luis alvarado romero,Guatemala,antigua,250,69 kg,Asociacion Nacional Del Café,2014,2014-04-03,Bourbon,Washed,7.75,7.5,7.42,7.58,7.67,7.5,10.0,10.0,10.0,7.5,82.92,0.1,0,0.0,green,1,1500.0,1500.0,1500.0,Foundational/Mutation,69.0
juan luis alvarado romero,Guatemala,antigua,26,69 kg,Asociacion Nacional Del Café,2014,2014-03-07,Caturra,Natural,7.67,7.83,7.42,7.5,7.33,7.5,10.0,10.0,10.0,7.67,82.92,0.1,0,0.0,green,2,1500.0,1500.0,1500.0,Foundational/Mutation,69.0
rob tuttle,Guatemala,oriente,1,2 kg,Specialty Coffee Association,2012,2013-12-27,Catimor,Washed,7.58,7.58,7.25,7.58,7.58,7.58,10.0,10.0,10.0,7.75,82.92,0.1,0,0.0,green,4,1300.0,1310.64,1310.64,Hybrid,2.0
racafe & cia s.c.a,Colombia,huila,250,70 kg,Almacafé,2013,2013-09-13,Caturra,Washed,7.58,7.5,7.75,7.33,7.58,7.58,10.0,10.0,10.0,7.58,82.92,0.11,0,0.0,green,2,1800.0,2000.0,1900.0,Foundational/Mutation,70.0
juan luis alvarado romero,Guatemala,huehuetenango,250,69 kg,Asociacion Nacional Del Café,2013,2013-03-11,Bourbon,Washed,7.83,7.75,7.25,7.92,7.5,7.17,10.0,10.0,10.0,7.5,82.92,0.11,0,0.0,green,2,1658.112,1755.648,1706.88,Foundational/Mutation,69.0
olam agro colombia,Colombia,antioquia,250,70 kg,Almacafé,2013,2013-01-22,Other,Washed,7.83,7.67,7.42,7.42,7.5,7.58,10.0,10.0,10.0,7.5,82.92,0.11,3,0.0,green,5,1450.0,1450.0,1450.0,Other,70.0
maria guadalupe gomez anzo,Mexico,petatlan,15,1 kg,AMECAFE,2012,2012-07-26,Typica,Natural,7.58,7.58,7.33,7.25,7.58,7.75,10.0,10.0,10.0,7.83,82.92,0.1,0,0.0,green,4,1248.0,1248.0,1248.0,Foundational/Mutation,1.0
veronica lopez castillejos,Mexico,la cumbre,100,1 kg,AMECAFE,2012,2012-03-05,Typica,Washed,8.0,7.92,7.67,7.17,7.67,7.42,9.33,10.0,10.0,7.75,82.92,0.14,1,0.0,green,4,1400.0,1400.0,1400.0,Foundational/Mutation,1.0
kona pacific farmers cooperative,Hawaii,kona,8,100 lbs,Specialty Coffee Association,2012,2012-02-23,Hawaiian Kona,Washed,7.5,7.5,7.5,7.42,7.67,7.83,10.0,10.0,10.0,7.5,82.92,0.1,0,0.0,green,0,1300.0,1310.64,1310.64,Specialty Regional,100.0
racafe & cia s.c.a,Colombia,cauca,250,70 kg,Almacafé,2011,2011-07-19,CASTILLO-CATURRA-COLOMBIA,Natural,7.5,7.75,7.33,7.75,7.08,7.83,10.0,10.0,10.0,7.67,82.92,0.15,0,0.0,green,0,1050.0,1850.0,1450.0,Mixed,70.0
jungle estate,Kenya,nyeri,27,50 kg,Kenya Coffee Traders Association,2017,2017-10-13,SL28,Washed,7.75,7.58,7.42,7.58,7.5,7.5,10.0,10.0,10.0,7.5,82.83,0.1,0,0.0,green,3,1754.0,1754.0,1754.0,SL-Selection,50.0
juan luis alvarado romero,Guatemala,san marcos,50,69 kg,Asociacion Nacional Del Café,2017,2017-06-22,Bourbon,Washed,7.5,7.58,7.33,7.67,7.58,7.58,10.0,10.0,10.0,7.58,82.83,0.11,1,1.0,green,2,1700.0,1700.0,1700.0,Foundational/Mutation,69.0
ipanema coffees,Brazil,south of minas,320,60 kg,Brazil Specialty Coffee Association,2015,2017-02-06,Yellow Bourbon,Honey,7.67,7.58,7.58,7.5,7.5,7.42,10.0,10.0,10.0,7.58,82.83,0.11,0,2.0,green,2,905.0,905.0,905.0,Foundational/Mutation,60.0
samuel muhirwa,Rwanda,gicumbi,150,60 kg,Specialty Coffee Association,2015,2016-03-25,Bourbon,Washed,7.83,7.92,7.75,7.83,7.75,7.75,9.33,9.33,9.33,8.0,82.83,0.11,0,0.0,green,0,1900.0,1900.0,1900.0,Foundational/Mutation,60.0
"sunvirtue co., ltd.",Vietnam,vietnam tutra,3,2 kg,Specialty Coffee Association,2014,2016-01-19,Other,Other,7.25,7.58,7.5,7.42,7.75,7.42,10.0,10.0,10.0,7.92,82.83,0.11,11,0.0,green,0,1040.0,1040.0,1040.0,Other,2.0
juan luis alvarado romero,Guatemala,oriente,80,69 kg,Asociacion Nacional Del Café,2015,2015-07-20,Bourbon,Washed,7.58,7.58,7.33,7.67,7.67,7.5,10.0,10.0,10.0,7.5,82.83,0.11,0,0.0,green,2,1219.2,1219.2,1219.2,Foundational/Mutation,69.0
cafebras,Brazil,cerrado,300,60 kg,Brazil Specialty Coffee Association,2015,2015-05-26,Catuai,Natural,7.58,7.83,7.33,7.67,7.42,7.33,10.0,10.0,10.0,7.67,82.83,0.12,2,0.0,green,6,900.0,900.0,900.0,Hybrid,60.0
juan luis alvarado romero,Guatemala,antigua,250,69 kg,Asociacion Nacional Del Café,2014,2014-03-24,Bourbon,Washed,7.67,7.67,7.75,7.67,7.42,7.17,10.0,10.0,10.0,7.5,82.83,0.1,0,0.0,green,4,1500.0,1500.0,1500.0,Foundational/Mutation,69.0
racafe & cia s.c.a,Colombia,huila,125,70 kg,Almacafé,2013,2013-05-10,Caturra,Washed,7.83,7.5,7.5,7.42,7.5,7.5,10.0,10.0,10.0,7.58,82.83,0.11,0,0.0,green,3,1600.0,1950.0,1775.0,Foundational/Mutation,70.0
edwin agasso,Tanzania,arusha,300,2 kg,Tanzanian Coffee Board,2012,2013-04-19,Arusha,Washed,7.67,7.5,7.33,7.25,7.58,7.75,10.0,10.0,10.0,7.75,82.83,0.11,0,0.0,green,5,1400.0,1400.0,1400.0,Specialty Regional,2.0
armando luis pohlenz martinez,Mexico,la concordia,250,1 kg,AMECAFE,2012,2012-08-30,Caturra,Washed,7.58,7.67,7.5,7.58,7.5,7.5,10.0,10.0,10.0,7.5,82.83,0.12,2,0.0,green,10,1550.0,1550.0,1550.0,Foundational/Mutation,1.0
alfredo bojalil,Mexico,veracruz,250,1 kg,AMECAFE,2012,2012-07-11,Bourbon,Washed,7.67,7.58,7.42,7.75,7.42,7.42,10.0,10.0,10.0,7.58,82.83,0.12,0,0.0,green,7,1250.0,1250.0,1250.0,Foundational/Mutation,1.0
juan luis alvarado romero,Guatemala,oriente,250,1 kg,Asociacion Nacional Del Café,2012,2012-07-09,Bourbon,Washed,7.67,7.67,7.33,7.5,7.33,7.92,10.0,10.0,10.0,7.42,82.83,0.11,0,0.0,green,10,1310.64,1310.64,1310.64,Foundational/Mutation,1.0
alfredo bojalil,Mexico,la concordia,250,1 kg,AMECAFE,2012,2012-06-06,Typica,Washed,7.58,7.58,7.5,7.42,7.67,7.58,10.0,10.0,10.0,7.5,82.83,0.11,0,0.0,green,2,1380.0,1380.0,1380.0,Foundational/Mutation,1.0
juan luis alvarado romero,Guatemala,santa rosa,275,69 kg,Asociacion Nacional Del Café,2012,2018-01-09,Caturra,Washed,7.5,7.58,7.42,7.67,7.58,7.5,10.0,10.0,10.0,7.5,82.75,0.1,0,1.0,green,3,1100.0,1100.0,1100.0,Foundational/Mutation,69.0
juan luis alvarado romero,Guatemala,santa rosa,275,69 kg,Asociacion Nacional Del Café,2017,2017-10-17,Caturra,Washed,7.58,7.67,7.5,7.58,7.5,7.42,10.0,10.0,10.0,7.5,82.75,0.11,0,0.0,green,8,1800.0,1800.0,1800.0,Foundational/Mutation,69.0
juan luis alvarado romero,Guatemala,san marcos,50,69 kg,Asociacion Nacional Del Café,2017,2017-09-19,Bourbon,Washed,7.5,7.67,7.17,7.67,7.67,7.58,10.0,10.0,10.0,7.5,82.75,0.11,0,0.0,green,4,1700.0,1700.0,1700.0,Foundational/Mutation,69.0
juan luis alvarado romero,Guatemala,santa rosa,50,69 kg,Asociacion Nacional Del Café,2017,2017-09-08,Bourbon,Washed,7.5,7.5,7.42,7.58,7.67,7.5,10.0,10.0,10.0,7.58,82.75,0.1,0,0.0,green,1,1219.2,1219.2,1219.2,Foundational/Mutation,69.0
juan luis alvarado romero,Guatemala,oriente,25,69 kg,Asociacion Nacional Del Café,2017,2017-08-22,Bourbon,Washed,7.42,7.58,7.42,7.67,7.5,7.5,10.0,10.0,10.0,7.67,82.75,0.1,0,0.0,green,1,1219.2,1219.2,1219.2,Foundational/Mutation,69.0
sanjava coffee,Indonesia,sapan toraja,2,1 kg,Specialty Coffee Association of Indonesia,2017,2017-08-08,Sulawesi,Other,7.5,7.58,7.42,7.58,7.58,7.5,10.0,10.0,10.0,7.58,82.75,0.12,0,0.0,green,15,1500.0,1500.0,1500.0,Specialty Regional,1.0
juan luis alvarado romero,Guatemala,el progreso,25,69 kg,Asociacion Nacional Del Café,2017,2017-06-01,Bourbon,Washed,7.58,7.58,7.33,7.58,7.33,7.67,10.0,10.0,10.0,7.67,82.75,0.12,0,0.0,green,0,157.8864,157.8864,157.8864,Foundational/Mutation,69.0
"ceca, s.a.",Costa Rica,tarrazu,250,69 kg,Specialty Coffee Association of Costa Rica,2016,2017-04-28,Caturra,Washed,7.58,7.5,7.42,7.67,7.42,7.5,10.0,10.0,10.0,7.67,82.75,0.09,0,0.0,green,1,1850.0,1850.0,1850.0,Foundational/Mutation,69.0
bismarck castro,Honduras,comayagua,275,69 kg,Instituto Hondureño del Café,2017,2017-04-06,Caturra,Natural,7.58,7.5,7.42,7.58,7.5,7.5,10.0,10.0,10.0,7.67,82.75,0.09,0,1.0,green,6,1400.0,1400.0,1400.0,Foundational/Mutation,69.0
ipanema coffees,Brazil,south of minas,320,60 kg,Brazil Specialty Coffee Association,2015,2016-04-25,Yellow Bourbon,Honey,7.5,7.5,7.58,7.5,7.58,7.58,10.0,10.0,10.0,7.5,82.75,0.11,0,2.0,green,1,905.0,905.0,905.0,Foundational/Mutation,60.0
yunnan coffee exchange,China,yunnan,3,60 kg,Yunnan Coffee Exchange,2015,2016-04-06,Catimor,Natural,7.67,7.5,7.33,7.33,7.67,7.67,10.0,10.0,10.0,7.58,82.75,0.1,0,0.0,green,0,1100.0,1100.0,1100.0,Hybrid,60.0
yunnan coffee exchange,China,menglian,3,60 kg,Yunnan Coffee Exchange,2015,2016-04-05,Catimor,Washed,7.5,7.67,7.42,7.67,7.5,7.5,10.0,10.0,10.0,7.5,82.75,0.11,0,0.0,green,2,1500.0,1500.0,1500.0,Hybrid,60.0
afca,Malawi,mzuzu,29,60 kg,Africa Fine Coffee Association,2014,2014-11-04,Gesha,Washed,7.75,7.58,7.42,7.5,7.33,7.5,10.0,10.0,10.0,7.67,82.75,0.12,0,0.0,green,0,1442.0,1442.0,1442.0,Geisha,60.0
juan luis alvarado romero,Guatemala,jalapa,250,69 kg,Asociacion Nacional Del Café,2014,2014-06-16,Pacas,Washed,7.75,7.42,7.25,7.75,7.5,7.67,10.0,10.0,10.0,7.42,82.75,0.13,0,0.0,green,2,1524.0,1524.0,1524.0,Foundational/Mutation,69.0
coffee export,Colombia,huila,275,1 kg,Almacafé,2014,2014-05-27,Typica,Washed,7.67,7.42,7.42,7.58,7.33,7.67,10.0,10.0,10.0,7.67,82.75,0.12,0,0.0,green,0,165.0,165.0,165.0,Foundational/Mutation,1.0
eileen koyanagi,Hawaii,kona,10,80 lbs,Specialty Coffee Association,2013,2014-02-05,Hawaiian Kona,Natural,7.67,7.58,7.42,7.83,7.33,7.5,10.0,10.0,10.0,7.42,82.75,0.1,6,0.0,green,0,1300.0,1310.64,1310.64,Specialty Regional,80.0
eileen koyanagi,Hawaii,kona,6,100 lbs,Specialty Coffee Association,2013,2014-02-04,Hawaiian Kona,Natural,7.58,7.83,7.75,7.75,7.42,8.0,9.33,9.33,10.0,7.75,82.75,0.1,0,0.0,green,0,1300.0,1310.64,1310.64,Specialty Regional,100.0
the coffee source inc.,Colombia,antioquia,250,1 kg,Specialty Coffee Association of Costa Rica,2013,2014-01-21,Caturra,Washed,7.58,7.33,7.17,7.33,7.25,8.58,10.0,10.0,10.0,7.5,82.75,0.1,0,0.0,green,2,1300.0,1300.0,1300.0,Foundational/Mutation,1.0
nestor mendez gomez,Mexico,chiapas,32,1 kg,AMECAFE,2013,2013-03-29,Typica,Washed,7.58,7.58,7.5,7.5,7.5,7.5,10.0,10.0,10.0,7.58,82.75,0.12,0,0.0,green,6,1550.0,1550.0,1550.0,Foundational/Mutation,1.0
sergio de la vequia bernardi,Mexico,veracruz,250,1 kg,AMECAFE,2012,2012-07-11,Typica,Washed,7.58,7.58,7.33,7.75,7.25,7.58,10.0,10.0,10.0,7.67,82.75,0.12,0,0.0,green,0,1200.0,1200.0,1200.0,Foundational/Mutation,1.0
